[S02DA03, antipyrine, The risk or severity of bleeding can be increased when Antipyrine is combined with Sulfinpyrazone.]
[N05CA01, pentobarbital, The metabolism of Sulfinpyrazone can be increased when combined with Pentobarbital.]
[L01XX08, pentostatin, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Pentostatin.]
[C04AD03, pentoxifylline, Pentoxifylline may increase the antiplatelet activities of Sulfinpyrazone.]
[N02BE03, phenacetin, The metabolism of Phenacetin can be decreased when combined with Sulfinpyrazone.]
[N06AF03, phenelzine, The risk or severity of bleeding and hemorrhage can be increased when Phenelzine is combined with Sulfinpyrazone.]
[B01AA02, phenindione, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Phenindione.]
[N03AA02, phenobarbital, The metabolism of Phenobarbital can be decreased when combined with Sulfinpyrazone.]
[B01AA04, phenprocoumon, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Phenprocoumon.]
[M02AA01, phenylbutazone, The risk or severity of bleeding can be increased when Phenylbutazone is combined with Sulfinpyrazone.]
[N03AB02, phenytoin, The metabolism of Phenytoin can be decreased when combined with Sulfinpyrazone.]
[L02BB03, bicalutamide, The metabolism of Bicalutamide can be increased when combined with Sulfinpyrazone.]
[N05AG02, pimozide, The metabolism of Pimozide can be increased when combined with Sulfinpyrazone.]
[C10AA05, atorvastatin, Atorvastatin may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[J05AE01, saquinavir, The metabolism of Sulfinpyrazone can be decreased when combined with Saquinavir.]
[S01BC06, piroxicam, The risk or severity of bleeding can be increased when Piroxicam is combined with Sulfinpyrazone.]
[J05AG02, delavirdine, The metabolism of Sulfinpyrazone can be decreased when combined with Delavirdine.]
[C09CA04, irbesartan, The metabolism of Irbesartan can be decreased when combined with Sulfinpyrazone.]
[B01AC13, abciximab, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Abciximab.]
[S01XA13, alteplase, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Alteplase.]
[A10BG02, rosiglitazone, The metabolism of Rosiglitazone can be decreased when combined with Sulfinpyrazone.]
[A03AE01, alosetron, The metabolism of Alosetron can be decreased when combined with Sulfinpyrazone.]
[C03AA05, polythiazide, The therapeutic efficacy of Sulfinpyrazone can be decreased when used in combination with Polythiazide.]
[J05AE03, ritonavir, The serum concentration of Sulfinpyrazone can be increased when it is combined with Ritonavir.]
[C10AA08, pitavastatin, The metabolism of Pitavastatin can be decreased when combined with Sulfinpyrazone.]
[P01BA03, primaquine, The metabolism of Sulfinpyrazone can be decreased when combined with Primaquine.]
[N03AA03, primidone, The metabolism of Sulfinpyrazone can be increased when combined with Primidone.]
[S01HA05, procaine, The risk or severity of bleeding and hemorrhage can be increased when Procaine is combined with Sulfinpyrazone.]
[L01XB01, procarbazine, The risk or severity of bleeding and hemorrhage can be increased when Procarbazine is combined with Sulfinpyrazone.]
[C10AB05, fenofibrate, Fenofibrate may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[G03DA04, progesterone, Progesterone may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[N05AA03, promazine, The metabolism of Promazine can be decreased when combined with Sulfinpyrazone.]
[L01XH02, romidepsin, The metabolism of Romidepsin can be increased when combined with Sulfinpyrazone.]
[N01AX10, propofol, The metabolism of Propofol can be decreased when combined with Sulfinpyrazone.]
[H03BA02, propylthiouracil, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Propylthiouracil.]
[B01AC09, epoprostenol, The risk or severity of bleeding can be increased when Sulfinpyrazone is combined with Epoprostenol.]
[R03DC03, montelukast, The metabolism of Montelukast can be decreased when combined with Sulfinpyrazone.]
[N05AX12, aripiprazole, The metabolism of Aripiprazole can be increased when combined with Sulfinpyrazone.]
[C01BA01, quinidine, The metabolism of Quinidine can be increased when combined with Sulfinpyrazone.]
[P01BC01, quinine, The metabolism of Quinine can be decreased when combined with Sulfinpyrazone.]
[C02AA02, reserpine, Reserpine may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
[J04AB02, rifampin, The metabolism of Sulfinpyrazone can be increased when combined with Rifampicin.]
[N02BA05, salicylamide, The risk or severity of bleeding can be increased when Salicylamide is combined with Sulfinpyrazone.]
[A07EC01, sulfasalazine, The risk or severity of bleeding can be increased when Sulfasalazine is combined with Sulfinpyrazone.]
[S01BC08, salicylic acid, The risk or severity of bleeding can be increased when Salicylic acid is combined with Sulfinpyrazone.]
[N04BD01, selegiline, The metabolism of Selegiline can be decreased when combined with Sulfinpyrazone.]
[L01FA03, obinutuzumab, The risk or severity of adverse effects can be increased when Sulfinpyrazone is combined with Obinutuzumab.]
[L01CD04, cabazitaxel, The metabolism of Cabazitaxel can be increased when combined with Sulfinpyrazone.]
[C03DA01, spironolactone, Spironolactone may decrease the excretion rate of Sulfinpyrazone which could result in a higher serum level.]
